_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
11210,2020,Oct-Dec,1002602,6008133,316824,East/Southeast Asian,M,Aged 55 to 64 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,11210
11211,2021,Apr-June,1040867,6050321,314444,South Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute,,,,,,,None,None,None,None,None,11211
11212,2021,Oct-Dec,1007815,6020984,316824,East/Southeast Asian,M,Aged 55 to 64 years,Not a youth,13,,,Other Offence,,,,,,,None,None,None,None,None,11212
11213,2020,Apr-June,1056410,6057023,322961,South Asian,M,Aged 35 to 44 years,Not a youth,42,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11213
11214,2021,Jan-Mar,1054169,6010199,328474,White,M,Aged 35 to 44 years,Not a youth,54,,1,Drug Related,,,,,,,None,None,None,None,None,11214
11215,2021,July-Sept,1047004,6028903,311429,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,42,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11215
11216,2020,Oct-Dec,1041728,6006155,322961,South Asian,M,Aged 35 to 44 years,Not a youth,42,,1,Warrant,,,,,,1,None,None,None,None,None,11216
11217,2021,Apr-June,1043008,6020326,335404,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute,,,,,,1,None,None,None,None,None,11217
11218,2021,Apr-June,1027351,6008780,328474,White,M,Aged 35 to 44 years,Not a youth,54,,1,Impaired,,,,,,,None,None,None,None,None,11218
11219,2020,Jan-Mar,1025011,6017974,319213,Black,M,Aged 35 to 44 years,Not a youth,XX,,1,Harassment & Threatening,,,,,,1,None,None,None,None,None,11219
11220,2021,Jan-Mar,1035743,6004573,322961,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,42,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,11220
11221,2021,Apr-June,1058451,6049170,335404,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1,None,None,None,None,None,11221
11222,2020,Apr-June,1021372,6054163,312035,White,M,Aged 35 to 44 years,Not a youth,XX,,,Vehicle Related (inc. Impaired),,,,,,1,None,None,None,None,None,11222
11223,2020,Apr-June,1032371,6058273,312390,Black,M,Aged 25 to 34 years,Not a youth,XX,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11223
11224,2020,July-Sept,1024425,6064497,336793,Black,M,Aged 25 to 34 years,Not a youth,12,1,1,Weapons & Homicide,,,,,,1,0,0,1,1,0,11224
11225,2020,Jan-Mar,1058435,6059365,335576,White,M,Aged 55 to 64 years,Not a youth,12,1,1,"FTA/FTC, Compliance Check & Parollee",,,,,,1,1,0,0,1,1,11225
11226,2021,Apr-June,1046359,6040107,322961,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,42,,1,LLA,,,,,,,None,None,None,None,None,11226
11227,2020,Apr-June,1004816,6009958,325226,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,33,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11227
11228,2020,Apr-June,1010999,6061381,331071,Black,M,Aged 35 to 44 years,Not a youth,23,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11228
11229,2020,Oct-Dec,1020282,6042782,323736,White,M,Aged 45 to 54 years,Not a youth,11,,1,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,11229
11230,2021,Apr-June,1030729,6056131,323736,White,M,Aged 45 to 54 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,11230
11231,2021,Oct-Dec,1024892,6007450,323736,White,M,Aged 45 to 54 years,Not a youth,53,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,11231
11232,2020,Oct-Dec,1046163,6059747,327459,White,M,Aged 45 to 54 years,Not a youth,12,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11232
11233,2021,Jan-Mar,1033008,6004179,327459,White,M,Aged 45 to 54 years,Not a youth,12,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11233
11234,2021,Jan-Mar,1058679,6008654,311189,Latino,M,Aged 55 to 64 years,Not a youth,53,,1,LLA,,,,,,,None,None,None,None,None,11234
11235,2020,Jan-Mar,1037778,6050678,312660,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,41,,1,Warrant,,,,,,,None,None,None,None,None,11235
11236,2020,July-Sept,1048120,6023863,312660,South Asian,M,Aged 25 to 34 years,Not a youth,41,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11236
11237,2021,Oct-Dec,1007830,6014083,310666,White,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief,,,,,,1,None,None,None,None,None,11237
11238,2021,Oct-Dec,1033611,6049931,310666,White,M,Aged 25 to 34 years,Not a youth,14,,1,Mischief,,,,,,1,None,None,None,None,None,11238
11239,2021,Jan-Mar,1053821,6058456,323880,White,F,Aged 45 to 54 years,Not a youth,11,,1,Robbery/Theft,,,,,,,None,None,None,None,None,11239
11240,2020,Jan-Mar,1019559,6003512,311332,White,M,Aged 25 to 34 years,Not a youth,14,1,1,"FTA/FTC, Compliance Check & Parollee",,,,1,,1,1,1,0,1,1,11240
11241,2020,Jan-Mar,1032704,6027876,311332,White,M,Aged 25 to 34 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,11241
11242,2020,Apr-June,1000073,6004698,311332,White,M,Aged 25 to 34 years,Not a youth,14,1,1,"FTA/FTC, Compliance Check & Parollee",,,1,,,,1,1,0,1,1,11242
11243,2020,Apr-June,1032977,6025672,311332,White,M,Aged 25 to 34 years,Not a youth,14,1,1,Drug Related,,,,,,1,1,0,0,1,0,11243
11244,2020,July-Sept,1014025,6028782,311332,White,M,Aged 25 to 34 years,Not a youth,51,1,1,Break & Enter,,,,1,,1,0,0,0,0,0,11244
11245,2020,Oct-Dec,1005276,6015426,311332,White,M,Aged 25 to 34 years,Not a youth,53,1,1,Other Offence,,,1,,,,1,0,0,1,0,11245
11246,2021,July-Sept,1022426,6049994,311332,White,M,Aged 25 to 34 years,Not a youth,33,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11246
11247,2020,Apr-June,1036895,,311332,White,M,Aged 25 to 34 years,Not a youth,XX,1,,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,0,1,0,11247
11248,2020,Jan-Mar,1030381,6033335,319291,White,M,Aged 25 to 34 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,11248
11249,2020,Jan-Mar,1012457,6032677,322622,White,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1,None,None,None,None,None,11249
11250,2020,Jan-Mar,1030387,6045242,315363,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11250
11251,2020,Jan-Mar,1035402,6064379,315363,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,11251
11252,2020,July-Sept,1035551,6034072,315363,South Asian,M,Aged 25 to 34 years,Not a youth,42,,1,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,11252
11253,2020,July-Sept,1034835,6046653,334947,Black,M,Aged 25 to 34 years,Not a youth,54,1,1,Drug Related,,,,,,1,1,1,1,1,1,11253
11254,2020,July-Sept,1006616,6064246,337244,Black,M,Aged 35 to 44 years,Not a youth,11,,,Mischief & Fraud,,,,,,,None,None,None,None,None,11254
11255,2021,Oct-Dec,1012562,6033849,332807,White,M,Aged 35 to 44 years,Not a youth,32,,1,LLA,,1,1,,,,None,None,None,None,None,11255
11256,2021,Jan-Mar,1031361,6027732,336082,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,,,,,1,None,None,None,None,None,11256
11257,2021,Apr-June,1013108,6019469,336082,White,M,Aged 45 to 54 years,Not a youth,14,,1,Assault,,,1,,,,None,None,None,None,None,11257
11258,2021,July-Sept,1013377,6038016,336082,White,M,Aged 45 to 54 years,Not a youth,23,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11258
11259,2021,July-Sept,1001700,6000412,336082,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11259
11260,2021,Oct-Dec,1003000,6004889,336082,White,M,Aged 45 to 54 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1,None,None,None,None,None,11260
11261,2021,Oct-Dec,1019348,6033176,336082,White,M,Aged 45 to 54 years,Not a youth,23,,1,Police Category - Administrative,,,,,,,None,None,None,None,None,11261
11262,2021,Oct-Dec,1037765,6017415,336082,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11262
11263,2021,Oct-Dec,1039943,6003741,336082,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery/Theft,,,1,,,1,None,None,None,None,None,11263
11264,2021,July-Sept,1038914,6047104,330671,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,33,,1,Other Offence,,,,,,1,None,None,None,None,None,11264
11265,2021,Apr-June,1005578,6046492,322145,White,M,Aged 45 to 54 years,Not a youth,XX,,1,FTA/FTC/Compliance Check/Parollee,,,,1,,,None,None,None,None,None,11265
11266,2020,Apr-June,1032275,6032091,325516,Black,M,Aged 35 to 44 years,Not a youth,52,1,1,Harassment & Threatening,,,,,,1,1,0,0,0,0,11266
11267,2020,Apr-June,1039922,6005687,325516,Black,M,Aged 35 to 44 years,Not a youth,43,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11267
11268,2021,Apr-June,1023120,6028869,325516,Black,M,Aged 35 to 44 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11268
11269,2020,Jan-Mar,1043509,6021056,301298,White,M,Aged 35 to 44 years,Not a youth,32,,1,Warrant,,,,,,1,None,None,None,None,None,11269
11270,2020,Jan-Mar,1014654,6040324,301298,White,M,Aged 35 to 44 years,Not a youth,14,1,1,Break & Enter,,,,,,1,1,1,0,0,0,11270
11271,2020,Jan-Mar,1017569,6030234,305127,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,32,1,1,Robbery & Theft,,,,,,1,1,0,0,0,0,11271
11272,2021,Oct-Dec,1022960,6054741,305298,Black,F,Aged 35 to 44 years,Not a youth,23,,,Assault,,,,,,1,None,None,None,None,None,11272
11273,2021,Apr-June,1011800,6012733,335404,Black,M,Aged 35 to 44 years,Not a youth,14,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11273
11274,2020,Apr-June,1046608,6022896,305127,South Asian,M,Aged 25 to 34 years,Not a youth,23,,1,Robbery & Theft,,,,,,,None,None,None,None,None,11274
11275,2020,Jan-Mar,1042384,6009293,301298,White,M,Aged 35 to 44 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,11275
11276,2021,July-Sept,1030629,6038339,302505,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Incident,,,,,,,None,None,None,None,None,11276
11277,2020,Apr-June,1007861,6048739,335576,White,M,Aged 55 to 64 years,Not a youth,XX,1,1,Warrant,,,,,,,1,1,1,0,0,11277
11278,2020,Jan-Mar,1005811,6024132,301298,White,M,Aged 35 to 44 years,Not a youth,XX,,1,Break & Enter,,,,,,1,None,None,None,None,None,11278
11279,2020,Apr-June,1025614,6017643,333389,Black,M,Aged 35 to 44 years,Not a youth,XX,1,1,Warrant,,,,,,,1,1,1,1,0,11279
11280,2020,July-Sept,1027914,6061211,305127,South Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,11280
11281,2021,July-Sept,1047327,6014656,335404,Black,M,Aged 35 to 44 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11281
11282,2020,Apr-June,1017277,,333389,Black,M,Aged 35 to 44 years,Not a youth,XX,1,,Assault & Other crimes against persons,,,,,,,1,1,1,1,0,11282
11283,2020,Jan-Mar,1051282,6019781,316262,Black,M,Aged 35 to 44 years,Not a youth,41,,1,Robbery & Theft,,,,,,1,None,None,None,None,None,11283
11284,2020,Apr-June,1035300,6063104,301298,White,M,Aged 35 to 44 years,Not a youth,51,1,1,Warrant,,,,,,,1,0,0,1,1,11284
11285,2021,July-Sept,1015290,6005951,335404,Black,M,Aged 35 to 44 years,Not a youth,14,,1,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,11285
11286,2021,July-Sept,1008846,6062814,304178,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,22,,1,LLA,,1,,,,,None,None,None,None,None,11286
11287,2020,Apr-June,1016838,6004015,316262,Black,M,Aged 35 to 44 years,Not a youth,43,,1,Robbery & Theft,,,,,,,None,None,None,None,None,11287
11288,2021,Jan-Mar,1036116,6016544,335576,White,M,Aged 55 to 64 years,Not a youth,XX,,1,Drug Related,,,,,,,None,None,None,None,None,11288
11289,2021,Jan-Mar,1054648,6047905,305127,South Asian,M,Aged 25 to 34 years,Not a youth,XX,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11289
11290,2020,July-Sept,1033996,6026474,301298,White,M,Aged 35 to 44 years,Not a youth,14,1,1,Break & Enter,,,,,,,1,0,0,0,0,11290
11291,2021,July-Sept,1048568,6032568,335404,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11291
11292,2020,Apr-June,1027100,6053951,312193,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11292
11293,2020,Apr-June,1020532,6034058,316262,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,11293
11294,2020,Apr-June,1050165,,335576,White,M,Aged 55 to 64 years,Not a youth,XX,1,,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,1,1,0,0,11294
11295,2020,July-Sept,1030126,6011201,321521,White,M,Aged 45 to 54 years,Not a youth,12,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11295
11296,2020,July-Sept,1047117,6023957,301298,White,M,Aged 35 to 44 years,Not a youth,XX,,,Break & Enter,,,,,,,None,None,None,None,None,11296
11297,2021,July-Sept,1031880,6023409,335404,Black,M,Aged 35 to 44 years,Not a youth,14,,1,Robbery/Theft,,,,,,1,None,None,None,None,None,11297
11298,2020,Apr-June,1040213,6021731,312193,White,M,Aged 35 to 44 years,Not a youth,41,,1,Warrant,,,,,,1,None,None,None,None,None,11298
11299,2021,Oct-Dec,1042867,6010452,329308,White,M,Aged 55 to 64 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11299
11300,2021,July-Sept,1034760,6052624,312741,Black,M,Aged 45 to 54 years,Not a youth,43,,1,Assault,,,,,,,None,None,None,None,None,11300
11301,2020,Jan-Mar,1038020,6046484,332557,White,M,Aged 55 to 64 years,Not a youth,32,1,1,Drug Related,,,,,,1,1,0,0,1,0,11301
11302,2021,Apr-June,1042459,6028483,325544,White,M,Aged 35 to 44 years,Not a youth,XX,,,Impaired,,,,,,1,None,None,None,None,None,11302
11303,2020,Apr-June,1030434,6006907,300778,Unknown or Legacy,M,Aged 45 to 54 years,Not a youth,13,,1,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,11303
11304,2021,July-Sept,1027436,6046999,309111,Latino,M,Aged 45 to 54 years,Not a youth,23,,1,Assault,,,,,,,None,None,None,None,None,11304
11305,2020,July-Sept,1053494,6036008,323512,White,F,Aged 55 to 64 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11305
11306,2021,July-Sept,1005382,6028398,330850,Black,M,Aged 35 to 44 years,Not a youth,XX,,1,Assault,,,,1,,1,None,None,None,None,None,11306
11307,2020,Jan-Mar,1027285,6011196,323711,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,42,,1,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,11307
11308,2021,Apr-June,1034647,6012328,318408,White,F,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11308
11309,2020,Apr-June,1017057,6035836,333252,White,F,Aged 35 to 44 years,Not a youth,XX,,,Drug Related,,,,,,1,None,None,None,None,None,11309
11310,2020,Jan-Mar,1013170,6057052,329958,White,M,Aged 35 to 44 years,Not a youth,55,,1,Warrant,,,,,,,None,None,None,None,None,11310
11311,2020,Apr-June,1013312,6044839,334057,White,M,Aged 35 to 44 years,Not a youth,31,,1,Break & Enter,,,,,,1,None,None,None,None,None,11311
11312,2020,Apr-June,1035772,6028542,334057,White,M,Aged 35 to 44 years,Not a youth,XX,,,Other Offence,,,,,,1,None,None,None,None,None,11312
11313,2020,Apr-June,1006751,6013783,334057,White,M,Aged 35 to 44 years,Not a youth,14,1,1,Break & Enter,,,,,,,0,1,0,0,0,11313
11314,2020,Apr-June,1058600,6016417,334057,White,M,Aged 35 to 44 years,Not a youth,XX,,1,Other Offence,,,,,,1,None,None,None,None,None,11314
11315,2020,Oct-Dec,1057313,6002204,334057,White,M,Aged 35 to 44 years,Not a youth,14,,1,Break & Enter,,,,,,,None,None,None,None,None,11315
11316,2020,Oct-Dec,1048053,6004998,334057,White,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,11316
11317,2021,Jan-Mar,1006779,6063672,334057,White,M,Aged 35 to 44 years,Not a youth,41,,1,Drug Related,,,,,,,None,None,None,None,None,11317
11318,2021,Apr-June,1015505,6060263,334057,White,M,Aged 35 to 44 years,Not a youth,42,,1,Police Category - Administrative,,,,,,1,None,None,None,None,None,11318
11319,2021,July-Sept,1053537,6062353,334057,White,M,Aged 35 to 44 years,Not a youth,43,,1,Other Offence,,,,,,1,None,None,None,None,None,11319
11320,2020,Jan-Mar,1009581,6042187,308294,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,14,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1,None,None,None,None,None,11320
11321,2020,July-Sept,1038307,6010588,308294,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,31,,1,Robbery & Theft,,,,,,1,None,None,None,None,None,11321
11322,2021,Oct-Dec,1034543,6042330,321141,White,M,Aged 25 to 34 years,Not a youth,XX,,,Other Offence,,,,,,,None,None,None,None,None,11322
11323,2020,Oct-Dec,1020142,6008944,321036,White,F,Aged 35 to 44 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1,None,None,None,None,None,11323
11324,2020,Oct-Dec,1048104,6018670,305723,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,11324
11325,2020,Jan-Mar,1034991,6056706,307029,White,M,Aged 45 to 54 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,11325
11326,2020,Jan-Mar,1014966,6020753,307029,White,M,Aged 45 to 54 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,11326
11327,2020,Apr-June,1030648,6051573,325523,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1,None,None,None,None,None,11327
11328,2021,Apr-June,1016168,6052509,304614,Black,M,Aged 35 to 44 years,Not a youth,13,,,Drug Related,,,,,,,None,None,None,None,None,11328
11329,2020,Oct-Dec,1029352,6022709,315134,White,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,11329
11330,2021,Apr-June,1043207,6041425,315134,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,11330
11331,2021,Apr-June,1036962,6043793,315134,White,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1,None,None,None,None,None,11331
11332,2020,Jan-Mar,1010883,6038809,300173,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,42,,1,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11332
11333,2021,July-Sept,1001075,6047557,336184,Latino,M,Aged 45 to 54 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,11333
11334,2020,Apr-June,1037875,6036170,314696,White,M,Aged 25 to 34 years,Not a youth,XX,,,Drug Related,,,,,,,None,None,None,None,None,11334
11335,2021,Oct-Dec,1042620,6031565,314696,White,M,Aged 25 to 34 years,Not a youth,55,,1,Mischief,,,,,,1,None,None,None,None,None,11335
11336,2020,Apr-June,1027893,6050233,335872,Black,M,Aged 25 to 34 years,Not a youth,12,,,Other Offence,,,,,,,None,None,None,None,None,11336
11337,2020,July-Sept,1047403,6044934,335872,Black,M,Aged 25 to 34 years,Not a youth,22,1,1,Assault & Other crimes against persons,,,,,,1,1,0,1,0,0,11337
11338,2020,July-Sept,1043961,6052606,335872,Black,M,Aged 25 to 34 years,Not a youth,XX,,1,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,11338
11339,2020,July-Sept,1016618,6028365,335872,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Mischief & Fraud,,,,,,1,None,None,None,None,None,11339
11340,2020,Apr-June,1020137,6000248,306507,White,M,Aged 45 to 54 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,11340
11341,2021,Apr-June,1008449,6026342,306181,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,11341
11342,2020,Jan-Mar,1014908,6061314,324266,White,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,11342
11343,2021,Oct-Dec,1027028,6062217,316975,White,F,Aged 55 to 64 years,Not a youth,XX,,,Impaired,,1,,,,,None,None,None,None,None,11343
11344,2021,Oct-Dec,1038936,6007243,336184,White,M,Aged 45 to 54 years,Not a youth,13,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11344
11345,2020,Jan-Mar,1044429,6064709,322755,White,M,Aged 55 to 64 years,Not a youth,XX,,,Mischief & Fraud,,,,,,,None,None,None,None,None,11345
11346,2021,Jan-Mar,1040264,6040426,317643,White,M,Aged 55 to 64 years,Not a youth,51,,1,FTA/FTC/Compliance Check/Parollee,,,,,,1,None,None,None,None,None,11346
